Entry_ID,Age,Home_City_Tier,Willingness_To_Relocate,Preferred_Work_Model,Bilingual_Proficiency,Highest_Education_Level,Institution_Tier,Formal_Academic_Score_Normalized,Self_Taught_Indicator,Active_Certifications_Count,Competitive_Event_Experience,Months_Formal_Experience,Months_Gig_Or_Freelance_Experience,Number_Of_Completed_Projects,Has_Public_Portfolio,Leadership_Role_Experience,Client_Facing_Experience,Communication_Fluency_Score,Logical_Reasoning_Score,Adaptability_To_New_Tech,Crisis_Management_Score,Team_Collaboration_Score,Negotiation_Skill_Level,Basic_Software_Proficiency,Advanced_Software_Proficiency,Generative_AI_Familiarity,Social_Media_Leverage_Score,Available_Hours_Per_Week,Risk_Tolerance_Profile,Physical_Stamina_Requirement,Mapped_Target_Industry,Equivalent_Job_Role,Market_Value_LPA,Employability_Tier
20590,32,3,1,2,0,2,2,69.2,1,2,0,36,12,2,0,1,1,10,3,10,5,10,2,3,2,1,7,40,0,0,Finance & Business,Financial Analyst,7.44,1
20591,29,3,1,0,1,3,3,79.1,0,2,0,0,0,0,0,0,0,7,9,4,3,7,2,4,1,1,4,50,0,1,Manual & Vocational,Master Electrician,2.94,0
20592,26,3,0,1,0,0,3,75.8,0,3,0,36,24,7,1,1,0,5,9,6,5,6,1,2,3,1,9,40,1,0,Automotive & Travel,Mechanic,6.62,1
20593,28,3,1,2,0,1,2,66.4,1,1,0,60,0,8,0,0,1,10,6,7,3,6,1,4,4,1,8,20,1,0,Automotive & Travel,Tour Guide,7.03,1
20594,22,2,0,1,1,2,3,64.9,0,0,0,12,6,0,1,1,0,6,5,7,3,6,2,3,3,1,1,40,1,1,Fitness & Health,Yoga Instructor,4.15,0
20595,24,3,1,1,1,1,2,73.1,1,1,1,0,6,1,0,0,1,3,7,4,9,9,1,2,4,0,5,40,0,0,Events & PR,PR Executive,3.38,0
20596,25,3,1,2,1,2,2,87.1,0,2,1,12,0,2,0,0,0,7,9,6,8,6,2,2,4,1,8,50,0,1,Events & PR,Wedding Planner,4.91,0
20597,18,1,1,1,1,2,2,73.2,1,2,0,48,12,3,0,0,0,8,10,8,4,5,1,4,5,1,9,40,0,0,GreenTech & Science,Lab Assistant,8.95,1
20598,18,1,1,0,1,3,3,78.9,0,0,1,24,6,2,0,0,0,5,8,4,6,6,1,3,1,1,5,60,0,0,Tech & AI,Cybersecurity Trainee,7.37,1
20599,20,3,1,1,1,3,3,86.1,0,1,0,24,0,9,0,0,0,5,3,8,9,8,2,5,1,1,4,40,0,1,Design & Art,Fashion Stylist,4.86,0
20600,25,2,1,1,1,2,3,75.8,1,1,0,0,12,1,1,0,1,10,7,4,10,4,3,1,3,1,7,40,0,1,GreenTech & Science,Solar Technician,5.66,0
20601,28,3,1,1,1,2,2,72.2,0,0,0,12,24,7,1,1,0,3,10,10,6,9,1,1,2,1,6,40,1,1,GreenTech & Science,Research Analyst,7.0,1
20602,18,3,1,0,1,2,3,73.2,0,0,0,0,0,3,1,0,1,8,5,7,2,8,2,4,4,0,2,40,1,1,Sales & People,Real Estate Agent,4.63,0
20603,31,2,1,2,1,2,3,56.6,0,1,0,48,12,5,0,0,0,7,6,4,7,8,3,4,1,0,5,50,0,0,Automotive & Travel,Logistics Coordinator,5.49,0
20604,18,3,0,0,0,2,2,59.7,1,2,0,24,0,7,0,1,0,8,4,9,8,4,1,4,5,1,5,50,0,1,Tech & AI,Cloud Architect,7.08,1
20605,23,3,0,1,1,1,1,78.7,0,1,0,12,12,3,0,0,0,3,8,9,6,9,1,5,5,0,3,50,1,0,GreenTech & Science,E-Waste Consultant,7.19,1
20606,38,2,0,2,1,3,2,65.7,1,0,1,0,6,3,0,1,1,9,6,6,6,6,3,2,5,0,4,40,0,1,Tech & AI,Blockchain Dev,5.02,0
20607,23,3,1,2,1,2,3,67.8,1,2,1,0,0,1,1,1,1,7,4,4,4,10,1,4,3,1,2,40,0,0,Design & Art,Interior Decorator,5.23,0
20608,20,1,1,1,1,1,3,67.7,0,2,1,12,12,8,0,1,0,5,10,5,5,7,1,2,5,1,9,40,1,0,Media & Content,Video Editor,4.4,0
20609,27,3,1,1,1,2,3,72.2,1,1,0,24,0,0,0,1,1,4,8,6,10,5,1,3,3,1,9,50,0,0,GreenTech & Science,Urban Farmer,7.13,1
20610,29,2,0,0,1,1,2,63.8,0,0,1,12,0,4,0,0,0,6,5,6,5,8,3,3,2,0,5,30,1,0,Sales & People,HR Recruiter,4.36,0
20611,27,3,1,2,1,1,3,68.2,0,0,1,48,0,4,0,0,0,7,4,5,3,6,2,4,2,1,5,40,0,1,Automotive & Travel,Tour Guide,5.93,0
20612,39,1,0,0,1,3,3,88.1,1,4,0,36,12,8,1,1,1,9,3,4,4,4,2,3,3,0,8,30,1,0,Manual & Vocational,Chef,5.13,0
20613,19,3,1,0,0,3,3,62.4,1,2,0,36,24,6,0,1,0,4,8,9,7,4,2,5,3,1,7,40,0,1,Fitness & Health,Dietician,4.91,0
20614,39,3,1,0,1,2,3,75.0,1,1,0,12,12,1,0,0,0,8,9,4,4,7,2,4,5,0,2,40,0,0,Finance & Business,Stock Trader,4.69,0
20615,30,1,1,1,0,2,3,73.8,0,0,0,48,6,6,0,1,0,4,3,9,9,4,2,4,5,1,10,60,0,1,GreenTech & Science,Solar Technician,6.05,1
20616,33,3,0,2,1,0,3,61.5,0,1,0,36,24,0,0,0,0,4,6,10,4,6,3,2,1,1,7,20,1,0,Media & Content,Social Media Strategist,5.39,0
20617,30,2,1,1,1,1,3,77.8,0,1,1,0,0,3,0,0,0,9,9,7,5,8,2,5,2,1,7,40,0,0,Events & PR,Wedding Planner,4.41,0
20618,21,3,1,1,0,1,3,65.4,1,1,0,0,12,5,0,0,1,4,9,8,6,8,3,3,3,1,4,40,1,1,Media & Content,Video Editor,3.84,0
20619,21,3,1,1,1,3,3,65.7,0,0,0,36,0,8,0,0,0,8,3,6,8,10,1,5,4,1,8,50,0,1,Media & Content,Social Media Strategist,6.19,1
20620,28,3,1,1,1,2,2,71.1,0,0,0,36,12,6,1,0,1,5,7,8,10,10,2,5,4,1,1,30,0,1,Manual & Vocational,Carpenter,5.15,0
20621,31,2,1,1,1,0,2,78.4,0,1,1,24,12,4,1,0,0,6,10,5,4,5,1,1,4,0,7,20,0,1,Events & PR,Talent Manager,5.11,0
20622,20,1,1,0,1,2,2,92.4,0,1,0,12,0,6,1,0,0,9,3,4,7,6,2,4,5,1,6,20,0,0,Design & Art,Animator,5.25,0
20623,36,3,0,0,0,2,2,70.7,1,0,1,36,0,8,0,0,0,6,3,8,6,7,2,4,5,1,1,40,0,0,GreenTech & Science,Research Analyst,6.74,1
20624,39,3,1,1,1,1,3,82.7,1,0,0,24,6,2,0,0,0,10,8,4,4,5,2,2,3,1,6,30,0,0,Manual & Vocational,Master Electrician,3.5,0
20625,18,3,1,2,1,0,3,83.8,1,4,1,24,0,2,1,1,0,9,10,9,6,5,2,3,4,1,3,40,0,0,Sales & People,HR Recruiter,6.72,1
20626,22,3,1,2,0,1,1,83.0,0,0,0,0,12,4,0,1,0,4,10,9,4,8,1,5,3,0,10,30,1,0,Finance & Business,Accountant,5.77,0
20627,34,3,1,1,1,1,3,75.1,1,0,0,0,0,0,1,0,0,3,4,6,10,7,2,1,1,1,4,40,0,1,Media & Content,Vlogger,4.07,0
20628,18,3,1,0,1,2,2,68.2,1,2,0,0,0,5,0,0,0,7,6,5,4,6,2,4,5,0,7,20,0,1,Design & Art,Illustrator,4.61,0
20629,36,2,0,2,1,2,3,72.4,1,4,1,24,0,1,1,0,1,9,10,8,4,10,2,2,2,0,8,40,0,1,GreenTech & Science,Lab Assistant,8.19,1
20630,36,2,1,2,1,1,1,70.8,1,0,1,12,24,0,1,0,1,8,9,6,10,4,3,2,3,0,2,40,0,0,Automotive & Travel,Tour Guide,5.67,0
20631,21,2,0,2,1,3,3,77.5,1,2,0,0,12,3,1,1,0,5,5,9,7,6,2,1,1,1,1,40,0,0,GreenTech & Science,Research Analyst,5.79,0
20632,36,2,1,2,0,3,2,75.7,0,0,0,0,0,0,0,1,0,5,9,6,10,10,1,1,2,1,1,40,0,1,Sales & People,Retail Supervisor,4.02,0
20633,23,3,0,0,1,2,3,69.0,0,2,1,12,12,3,0,0,0,4,6,8,4,8,1,5,5,1,2,40,1,1,GreenTech & Science,Research Analyst,5.47,0
20634,32,3,0,1,1,2,3,80.1,0,0,1,0,0,4,0,0,0,10,8,10,8,8,1,5,5,1,1,40,0,0,Finance & Business,Startup Founder,4.21,0
20635,21,3,0,1,1,1,3,63.2,0,1,0,12,6,5,1,1,0,7,5,8,10,4,1,2,2,1,3,60,0,0,Fitness & Health,Sports Physiotherapist,3.83,0
20636,18,2,1,1,1,2,2,57.1,1,1,0,24,0,9,1,0,0,4,5,10,2,9,1,1,2,0,5,40,1,0,Automotive & Travel,Tour Guide,5.24,0
20637,34,3,1,0,0,2,3,79.1,1,0,1,12,0,8,0,1,1,8,5,10,8,7,1,3,1,0,4,60,0,0,Tech & AI,Junior Developer,5.0,0
20638,28,3,0,1,1,1,3,74.1,0,1,0,36,12,3,0,0,1,3,4,10,7,10,2,2,4,1,3,40,0,1,Events & PR,Corporate Event Host,5.41,0
20639,34,3,0,2,1,1,3,75.7,1,0,1,24,24,1,1,0,1,6,4,4,3,10,1,5,5,0,10,40,0,0,Fitness & Health,Gym Manager,4.13,0
20640,18,3,1,0,1,2,3,63.1,1,0,0,36,12,5,1,0,1,9,5,4,5,4,1,3,1,1,4,40,1,0,Media & Content,Social Media Strategist,5.87,0
20641,26,2,1,2,1,2,3,66.4,1,0,0,36,24,8,1,0,0,5,9,5,2,9,1,4,5,0,3,40,0,0,Design & Art,Fashion Stylist,5.75,0
20642,31,2,1,0,1,2,3,76.9,0,2,0,0,6,5,0,1,1,7,9,7,5,4,1,5,2,1,8,50,0,0,Finance & Business,Accountant,4.95,0
20643,32,3,0,1,1,1,3,71.1,0,3,0,12,6,1,1,0,0,4,4,4,10,4,3,4,4,1,2,40,0,0,Fitness & Health,Dietician,4.3,0
20644,18,3,1,2,1,2,3,84.3,0,1,1,0,0,3,0,0,0,10,6,8,9,5,2,2,5,1,6,40,0,1,Design & Art,Animator,4.58,0
20645,19,2,1,2,1,2,2,76.6,1,4,1,12,6,8,0,0,1,3,9,8,6,6,1,2,1,1,1,40,0,1,Education & Humanities,Historian/Archivist,5.46,0
20646,35,3,1,1,1,3,3,81.5,0,1,1,24,0,6,0,0,1,5,7,7,4,8,1,3,4,0,8,40,0,0,GreenTech & Science,Lab Assistant,5.06,0
20647,35,3,1,1,1,0,3,84.6,0,1,1,0,0,6,1,0,1,7,9,4,4,5,1,4,3,1,2,30,0,0,Automotive & Travel,Logistics Coordinator,4.84,0
20648,23,3,1,1,1,2,1,85.9,0,3,0,0,24,3,1,0,0,5,5,9,8,10,1,5,3,1,5,60,1,1,Media & Content,Vlogger,5.89,0
20649,37,2,1,1,1,1,3,77.6,0,1,0,48,12,4,0,1,1,6,3,5,9,5,2,5,5,0,10,40,0,0,Tech & AI,Data Analyst,6.5,1
20650,25,3,1,2,0,2,2,81.6,0,1,0,24,24,3,1,1,0,7,3,9,8,9,1,2,5,0,1,40,0,0,Fitness & Health,Dietician,5.07,0
20651,18,2,1,1,1,0,3,83.5,0,2,1,0,0,0,1,0,0,10,9,10,7,6,2,1,1,0,3,40,0,1,Events & PR,Corporate Event Host,4.41,0
20652,32,2,1,1,1,1,3,68.1,1,2,1,24,0,5,1,1,1,5,8,10,7,5,2,3,1,1,8,40,0,0,Education & Humanities,Tutor,4.91,0
20653,27,3,0,1,1,3,3,74.2,1,1,0,48,0,4,1,0,1,4,5,5,10,5,1,2,1,1,9,20,0,0,Finance & Business,Accountant,7.89,1
20654,21,3,0,1,0,1,3,58.5,0,0,1,0,0,9,0,0,1,9,4,8,2,4,1,2,4,1,6,20,1,1,Design & Art,Interior Decorator,3.96,0
20655,27,1,1,1,0,2,1,67.2,1,1,1,12,24,8,1,1,0,9,6,6,4,9,3,3,4,1,8,50,1,1,Finance & Business,Financial Analyst,6.92,1
20656,28,2,1,0,1,2,3,69.1,0,1,0,24,12,5,1,0,1,8,10,5,4,4,1,5,5,1,9,30,0,1,Manual & Vocational,Plumber,4.03,0
20657,22,3,0,0,1,2,3,80.8,1,0,1,60,12,2,1,1,1,4,10,10,4,6,1,2,2,1,9,60,0,0,Automotive & Travel,Test Driver,6.42,1
20658,26,3,0,0,1,2,1,62.4,0,1,1,24,6,3,0,1,0,9,3,9,9,9,1,2,3,1,5,40,0,0,Events & PR,Corporate Event Host,7.61,1
20659,22,3,0,2,1,4,2,65.6,0,1,1,0,6,9,0,0,0,9,9,4,9,8,1,5,4,1,8,40,1,1,Sales & People,HR Recruiter,4.91,0
20660,28,3,1,0,1,2,2,66.1,1,4,0,36,0,6,1,0,0,7,7,8,9,4,1,1,3,1,3,50,0,0,Fitness & Health,Sports Physiotherapist,5.86,0
20661,20,3,0,1,1,3,3,90.8,1,1,0,24,12,5,0,0,0,3,10,8,8,4,1,3,3,0,4,50,0,0,Finance & Business,Startup Founder,5.36,0
20662,21,3,1,2,1,0,2,72.8,1,1,1,0,0,2,1,0,0,5,3,4,3,8,1,3,5,1,3,40,0,1,Media & Content,Vlogger,4.78,0
20663,27,3,0,2,1,2,3,70.5,1,2,1,48,6,0,1,1,0,8,9,9,6,9,1,2,5,0,8,20,0,1,Sales & People,Customer Success Manager,7.0,1
20664,24,1,1,1,1,2,3,53.1,0,0,0,12,6,1,0,0,1,6,10,5,5,6,1,5,2,0,2,40,0,1,Design & Art,Interior Decorator,4.24,0
20665,18,2,0,2,1,2,1,59.8,1,2,1,36,24,4,0,0,1,5,8,9,7,4,2,5,1,1,3,40,0,0,Design & Art,Animator,7.72,1
20666,23,2,1,2,1,3,2,68.4,1,0,1,48,6,5,0,1,1,5,10,5,9,7,3,3,3,1,4,20,1,1,Finance & Business,Startup Founder,7.05,1
20667,25,2,1,2,1,2,3,61.1,1,0,0,36,0,3,0,0,0,7,8,5,4,8,1,2,4,0,2,40,1,0,Manual & Vocational,Carpenter,3.15,0
20668,34,2,1,2,1,2,3,77.6,1,0,0,36,0,8,1,0,1,5,8,4,7,8,1,2,5,1,1,20,0,0,Fitness & Health,Sports Physiotherapist,4.77,0
20669,24,3,1,1,1,2,3,69.8,1,0,1,24,0,5,1,1,1,4,5,9,8,7,1,5,4,0,1,50,0,1,Design & Art,Interior Decorator,4.54,0
20670,18,1,1,1,0,0,3,59.1,0,0,1,12,6,8,1,0,0,4,6,10,10,4,2,5,4,0,8,60,0,1,Media & Content,Copywriter,3.75,0
20671,26,2,1,2,0,3,3,58.5,1,2,0,24,0,8,0,1,0,8,4,10,5,10,2,1,1,0,3,60,0,1,GreenTech & Science,Solar Technician,5.16,0
20672,28,1,1,1,0,2,3,67.3,1,0,0,48,6,5,1,1,0,7,9,8,10,6,1,5,1,0,8,60,0,0,Media & Content,Video Editor,5.4,0
20673,36,1,0,1,1,2,3,55.7,0,4,0,36,6,4,1,0,0,10,10,8,2,7,1,1,3,1,1,40,1,0,Education & Humanities,Career Counselor,6.59,1
20674,19,3,1,2,1,2,3,74.2,1,1,1,0,0,9,1,1,1,6,5,7,4,6,2,5,2,1,10,20,0,0,GreenTech & Science,E-Waste Consultant,4.73,0
20675,28,2,0,2,1,2,1,61.3,0,2,0,0,0,6,1,1,0,4,6,5,9,5,3,1,4,1,4,40,1,1,Design & Art,Animator,6.61,1
20676,20,3,0,2,1,3,3,70.1,0,0,0,24,0,7,1,1,0,6,10,10,5,4,1,5,1,0,10,20,0,1,Fitness & Health,Yoga Instructor,3.94,0
20677,34,2,1,1,1,2,3,74.0,1,0,1,24,0,4,1,0,0,8,9,9,9,4,2,4,2,1,3,40,0,0,Finance & Business,Startup Founder,6.29,1
20678,27,3,1,1,1,2,3,83.9,1,1,1,24,6,9,0,0,1,4,5,8,10,4,2,2,2,1,5,60,1,0,Tech & AI,Data Analyst,6.34,1
20679,20,1,1,1,1,2,3,61.3,1,2,0,12,0,1,0,0,0,8,10,6,6,5,2,3,5,1,10,30,0,1,Events & PR,Wedding Planner,5.66,0
20680,39,3,1,2,0,3,3,75.4,0,0,0,24,12,1,1,0,0,3,7,4,6,8,1,5,2,1,10,50,0,0,Events & PR,Wedding Planner,4.65,0
20681,20,2,1,1,1,2,3,70.6,1,1,0,24,12,3,1,0,1,10,9,6,6,6,1,3,5,0,9,50,0,0,Design & Art,Interior Decorator,5.61,0
20682,38,3,1,1,1,2,3,62.6,1,0,1,24,0,7,0,0,0,7,6,5,9,4,2,2,2,1,3,40,0,1,Manual & Vocational,Plumber,3.63,0
20683,24,1,0,0,1,0,3,57.5,1,1,0,36,0,1,0,0,0,10,7,8,3,5,2,3,2,0,6,50,1,0,Media & Content,Social Media Strategist,6.2,1
20684,19,3,1,2,1,2,2,74.8,1,1,0,24,6,1,0,0,0,6,6,8,7,10,2,4,2,0,2,30,0,1,Events & PR,Talent Manager,5.05,0
20685,18,1,0,2,1,2,2,77.5,0,2,0,0,12,6,1,1,0,6,7,5,3,9,3,1,3,0,9,40,0,0,Media & Content,Copywriter,4.12,0
20686,24,2,1,1,1,2,2,56.9,1,1,0,48,6,9,1,0,1,5,6,5,5,7,3,5,2,1,8,30,1,0,Education & Humanities,Life Coach,6.63,1
20687,37,3,0,2,1,4,3,56.8,0,1,1,12,0,1,1,0,0,9,4,5,6,8,1,1,4,1,8,20,1,0,Fitness & Health,Sports Physiotherapist,4.02,0
20688,28,3,0,2,1,1,3,63.7,1,0,0,0,0,2,0,0,1,4,9,6,4,8,2,3,4,0,1,40,0,0,Media & Content,Podcast Host,3.19,0
20689,23,3,1,2,1,2,3,56.2,1,3,0,24,12,2,0,1,1,7,8,10,5,6,1,1,3,0,10,40,0,0,Fitness & Health,Dietician,3.78,0
20690,21,3,1,1,1,2,3,78.1,1,3,0,12,0,1,1,0,0,4,4,6,7,7,2,5,4,1,7,60,1,1,Sales & People,Retail Supervisor,4.63,0
20691,36,3,0,1,0,2,2,91.5,1,3,0,36,0,7,1,1,1,5,3,6,3,7,1,4,3,0,2,20,0,1,Automotive & Travel,Test Driver,6.68,1
20692,38,3,1,2,1,2,2,61.5,1,1,0,24,0,0,1,1,1,5,6,7,8,7,1,2,5,1,6,40,0,0,Design & Art,UI/UX Designer,6.02,1
20693,36,3,1,0,1,1,3,40.0,1,0,1,24,0,2,1,0,0,4,7,9,7,10,1,4,3,1,3,60,1,0,Automotive & Travel,Travel Blogger,5.2,0
20694,31,3,1,1,0,0,3,69.8,0,1,0,24,0,4,0,1,0,10,9,7,2,8,1,1,4,0,10,50,0,0,Finance & Business,Startup Founder,4.81,0
20695,20,1,1,2,1,0,3,69.1,1,1,0,24,0,1,1,0,0,10,6,7,8,6,2,5,3,0,4,50,1,1,Manual & Vocational,Chef,3.81,0
20696,21,3,1,2,1,2,2,91.1,0,1,0,24,0,7,0,0,0,9,7,7,3,9,2,1,1,0,4,20,1,0,Fitness & Health,Gym Manager,4.43,0
20697,25,3,0,2,0,2,3,64.8,0,0,0,12,0,3,0,0,0,4,4,10,5,10,1,5,2,1,2,40,0,0,Finance & Business,Stock Trader,5.36,0
20698,35,3,1,1,1,2,1,76.2,1,0,1,24,24,7,0,0,0,4,4,5,9,10,2,3,3,1,9,40,0,0,GreenTech & Science,E-Waste Consultant,6.59,1
20699,21,3,1,1,1,2,2,65.2,1,0,1,48,12,5,1,0,1,3,5,4,8,9,1,1,1,1,7,40,0,1,Education & Humanities,Translator,6.15,1
20700,28,3,1,0,1,1,3,67.0,0,0,0,0,12,5,0,0,1,3,4,9,7,9,2,1,1,0,10,30,0,1,Tech & AI,Cybersecurity Trainee,4.8,0
20701,33,3,1,1,0,2,3,64.8,1,0,0,0,0,9,0,0,1,9,3,10,10,4,2,3,5,0,2,50,0,0,Design & Art,Fashion Stylist,3.6,0
20702,20,2,1,0,1,1,2,72.4,1,0,0,0,12,7,0,0,0,7,5,4,7,8,2,5,1,1,3,40,1,0,GreenTech & Science,Urban Farmer,4.97,0
20703,24,2,1,1,1,1,3,67.6,1,0,1,12,0,2,0,0,0,10,6,6,3,5,3,1,1,1,3,40,1,1,Education & Humanities,Tutor,4.2,0
20704,19,1,1,0,0,2,3,81.8,1,3,0,12,6,9,1,1,0,4,9,4,8,7,1,4,3,1,9,40,0,0,Automotive & Travel,Tour Guide,5.61,0
20705,18,3,1,1,1,0,3,79.9,1,1,0,12,0,6,0,0,1,9,10,8,9,5,1,4,2,0,8,40,1,1,Education & Humanities,Career Counselor,3.6,0
20706,18,2,1,2,1,2,2,52.8,1,2,0,24,12,8,0,1,1,8,8,8,4,8,2,2,1,0,10,40,1,1,Automotive & Travel,Mechanic,5.72,0
20707,23,2,1,2,1,3,3,79.9,0,1,1,0,6,7,1,0,1,7,8,7,5,9,1,1,4,0,10,40,0,1,Events & PR,PR Executive,3.7,0
20708,36,2,1,1,1,2,2,55.6,0,2,0,36,0,2,0,0,1,5,6,5,6,7,1,5,5,0,8,40,0,1,Education & Humanities,Historian/Archivist,5.62,0
20709,24,1,1,1,1,2,3,73.1,0,1,0,24,6,0,0,0,1,3,3,8,10,7,3,5,4,0,7,40,0,0,Sales & People,B2B Sales Exec,4.62,0
20710,22,2,1,1,1,3,3,71.0,1,2,1,60,6,9,1,0,0,6,6,9,3,9,3,1,5,0,7,40,1,1,Events & PR,Talent Manager,6.19,1
20711,38,1,1,0,1,1,1,63.3,1,1,0,36,0,4,1,0,0,8,7,9,10,10,1,4,5,0,4,40,0,1,Finance & Business,Startup Founder,7.3,1
20712,35,2,0,2,1,2,2,79.7,0,2,1,12,6,3,0,1,0,9,7,7,6,8,1,3,2,1,3,60,1,1,Sales & People,Real Estate Agent,6.43,1
20713,30,3,1,2,1,2,2,81.3,1,2,1,36,12,8,0,1,1,10,8,7,8,7,2,3,4,1,4,40,0,0,Manual & Vocational,Plumber,4.45,0
20714,18,3,0,2,0,3,3,51.3,0,2,1,24,0,3,0,0,0,9,10,10,6,4,3,5,5,1,10,40,1,0,Education & Humanities,Life Coach,4.47,0
20715,27,3,1,2,1,2,2,58.1,1,4,1,24,6,5,1,0,1,10,7,6,10,8,2,2,5,1,10,40,1,1,Events & PR,Wedding Planner,6.7,1
20716,26,3,1,1,1,2,3,54.3,0,2,0,36,0,0,1,1,0,7,7,5,9,9,3,1,1,0,5,40,1,0,Automotive & Travel,Mechanic,5.89,0
20717,34,3,1,2,1,2,3,59.1,0,0,0,24,24,4,1,0,0,8,8,5,2,7,1,4,4,1,7,40,0,1,GreenTech & Science,Urban Farmer,7.43,1
20718,18,3,1,1,1,2,3,60.1,0,1,1,36,0,3,1,0,1,5,9,4,6,6,2,3,4,1,4,50,0,0,Fitness & Health,Personal Trainer,5.63,0
20719,18,3,1,1,1,2,3,67.2,1,1,0,48,6,9,1,0,1,7,4,5,5,8,1,4,5,0,3,40,0,1,Design & Art,UI/UX Designer,5.94,0
20720,24,1,0,1,0,2,3,75.0,1,4,1,48,12,7,1,1,1,6,5,7,10,6,1,1,4,0,3,30,1,1,Finance & Business,Startup Founder,7.92,1
20721,21,3,1,2,1,2,3,78.8,0,0,1,36,12,9,1,0,0,9,8,5,7,6,1,4,1,1,3,40,0,1,Finance & Business,Startup Founder,6.28,1
20722,38,2,1,0,1,3,3,59.6,1,1,1,12,0,7,1,0,0,5,10,4,10,7,3,4,5,1,6,30,0,0,Design & Art,Fashion Stylist,4.97,0
20723,29,2,1,0,1,1,3,77.0,0,1,0,24,6,2,1,0,1,4,6,7,9,10,3,5,2,1,2,40,0,1,Finance & Business,Stock Trader,6.0,1
20724,33,2,1,2,0,2,3,88.9,1,1,1,60,6,7,0,1,0,6,8,7,3,4,2,5,1,1,8,40,0,0,Manual & Vocational,Carpenter,4.76,0
20725,31,3,1,2,1,4,3,80.8,0,0,1,0,0,4,1,0,0,6,3,6,5,9,1,1,1,1,7,40,1,1,Events & PR,Talent Manager,3.93,0
20726,27,3,1,2,1,0,3,76.3,1,1,0,0,0,2,0,0,0,5,10,5,4,10,2,4,5,1,2,50,0,0,Sales & People,Customer Success Manager,4.05,0
20727,31,2,1,2,1,1,2,76.4,0,1,0,0,0,9,1,0,0,5,5,7,3,8,2,4,4,1,4,40,0,0,Media & Content,Podcast Host,4.35,0
20728,24,3,1,2,1,2,3,71.5,1,0,0,48,12,9,0,0,1,3,4,7,2,9,1,1,5,1,7,40,1,0,Sales & People,Customer Success Manager,5.71,0
20729,21,3,1,2,1,2,3,72.2,1,2,0,24,12,4,1,0,1,4,3,6,5,9,1,1,4,1,6,40,1,1,Sales & People,B2B Sales Exec,5.83,0
20730,19,1,0,2,0,2,2,77.3,0,3,0,24,0,1,1,0,0,7,8,9,7,6,1,1,2,1,6,30,0,1,GreenTech & Science,Urban Farmer,7.68,1
20731,35,3,1,2,1,3,3,54.7,1,0,0,24,0,1,1,1,1,8,5,4,6,7,1,1,5,0,2,50,0,0,Sales & People,Customer Success Manager,5.17,0
20732,33,3,1,0,1,3,3,59.9,1,1,0,0,6,4,0,0,0,10,9,5,3,9,2,5,1,0,10,40,1,0,Fitness & Health,Yoga Instructor,2.61,0
20733,26,1,1,2,1,2,3,63.8,1,1,1,12,0,7,0,1,1,3,7,8,3,8,1,4,1,1,10,50,0,1,Automotive & Travel,Test Driver,4.84,0
20734,22,2,1,1,1,2,2,67.7,0,1,0,12,0,0,1,0,0,10,6,6,5,4,3,4,3,1,10,40,1,0,Fitness & Health,Sports Physiotherapist,4.71,0
20735,26,3,1,2,0,2,2,59.1,0,1,0,12,6,6,0,0,0,4,9,5,9,4,2,3,4,1,8,60,1,0,Fitness & Health,Yoga Instructor,4.39,0
20736,25,3,0,2,0,1,2,84.9,0,1,1,0,6,4,1,1,1,6,7,10,7,6,3,3,2,1,8,40,1,1,Manual & Vocational,Master Electrician,3.93,0
20737,37,2,1,1,1,3,2,79.9,1,2,1,24,0,3,0,0,0,5,4,5,7,6,2,5,1,1,2,40,0,1,GreenTech & Science,Research Analyst,6.67,1
20738,33,3,1,2,1,3,3,97.4,1,2,0,36,0,4,0,0,1,10,8,6,6,10,1,2,5,1,5,50,1,0,Tech & AI,Cloud Architect,7.76,1
20739,37,2,1,1,1,0,3,65.7,1,0,1,12,12,0,0,0,1,6,3,6,4,6,2,5,3,1,9,30,0,1,Education & Humanities,Tutor,3.79,0
20740,35,3,1,1,1,4,2,64.7,1,1,0,36,24,5,1,0,0,10,3,8,8,4,1,3,5,1,2,30,1,1,Design & Art,UI/UX Designer,6.44,1
20741,21,3,1,2,1,3,3,64.5,1,1,0,24,0,6,1,0,1,4,6,8,4,8,1,5,1,0,8,50,1,0,Sales & People,Real Estate Agent,5.15,0
20742,33,1,1,0,0,3,3,78.7,0,2,0,0,0,6,1,0,0,6,10,7,5,10,1,4,1,1,4,60,0,1,Fitness & Health,Dietician,3.92,0
20743,21,2,1,2,1,2,3,86.5,0,0,0,0,12,0,0,0,0,6,5,5,2,5,3,5,5,0,6,30,0,1,Media & Content,Video Editor,3.15,0
20744,23,2,1,2,1,3,3,57.8,0,1,0,12,0,0,1,0,0,9,7,4,3,6,1,3,4,1,2,50,0,1,Fitness & Health,Sports Physiotherapist,4.02,0
20745,20,3,1,2,1,2,2,64.9,1,0,1,0,12,7,0,0,1,5,9,7,8,9,3,5,3,1,8,60,0,0,Education & Humanities,Historian/Archivist,3.82,0
20746,35,3,0,0,0,1,1,54.2,1,0,1,0,0,5,1,0,0,9,9,7,7,10,2,1,5,1,5,40,1,0,Fitness & Health,Sports Physiotherapist,4.71,0
20747,32,3,1,2,1,0,3,74.0,1,1,0,12,0,9,0,0,0,7,7,10,4,4,1,4,1,1,2,50,0,1,Media & Content,Copywriter,4.13,0
